NAICS_Code,NAICS_Title,NAICS_Description,Hiscox_COB,Hiscox_COB,COB_Group,PL,GL,BOP,Cyber,full_industry_code
238170,Siding Contractors ,"Wood siding, installation",Siding installation (< 3 stories),Siding installation (< 3 stories),Small Contractors,Y,N,N,N,23817000_47203100_01000000
238190,"Other Foundation, Structure, and Building Exterior Contractors ",Awning installation,Roofing contractor,Roofing contractor,Small Contractors,Y,N,N,N,23816000_17610000_00000000
238190,"Other Foundation, Structure, and Building Exterior Contractors ",Decorative steel and wrought iron work installation,Sheet metal work (exterior),Sheet metal work (exterior),Small Contractors,Y,N,N,N,23816000_47221100_00000200
238190,"Other Foundation, Structure, and Building Exterior Contractors ",Epoxy application contractors,Floor covering installation (no ceramic tile/stone),Floor covering installation (no ceramic tile/stone),Small Contractors,Y,Y,N,Y,23833000_47204200_01000000
238190,"Other Foundation, Structure, and Building Exterior Contractors ",Ornamental metal work installation,Sheet metal work (exterior),Sheet metal work (exterior),Small Contractors,Y,N,N,N,23816000_47221100_00000200
238190,"Other Foundation, Structure, and Building Exterior Contractors ",Shutter installation,Window treatment installation,Window treatment installation,Small Contractors,Y,N,N,Y,81149000_49909900_00000000
238190,"Other Foundation, Structure, and Building Exterior Contractors ","Welding, on-site, contractors",Welder,Welder,Small Contractors,Y,N,N,N,81131000_76920000_00000000
238210,Electrical Contractors and Other Wiring Installation Contractors,"Alarm system (e.g., fire, burglar), electric, installation only",Security system installation,Security system installation,Small Contractors,Y,Y,N,Y,56162100_49209800_00000000
238210,Electrical Contractors and Other Wiring Installation Contractors,Audio equipment installation (except automotive) contractors,Audio/video installation,Audio/video installation,Small Contractors,Y,N,N,N,23821000_49209700_01000000
238210,Electrical Contractors and Other Wiring Installation Contractors,Audio visual equipment installation,Audio/video installation,Audio/video installation,Small Contractors,Y,N,N,N,23821000_49209700_01000000
238210,Electrical Contractors and Other Wiring Installation Contractors,"Burglar alarm system, electric, installation only",Security system installation,Security system installation,Small Contractors,Y,Y,N,Y,56162100_49209800_00000000
238210,Electrical Contractors and Other Wiring Installation Contractors,"Cable splicing, electrical or fiber optic",Electrical work (interior & exterior),Electrical work (interior & exterior),Small Contractors,Y,N,N,N,23821000_47211100_01000300
238210,Electrical Contractors and Other Wiring Installation Contractors,Cable television hookup contractors,Communication equipment installation (cable/satellite),Communication equipment installation (cable/satellite),Small Contractors,Y,Y,N,Y,23821000_49905200_02000000
238210,Electrical Contractors and Other Wiring Installation Contractors,Communication equipment installation,Communication equipment installation (cable/satellite),Communication equipment installation (cable/satellite),Small Contractors,Y,Y,N,Y,23821000_49905200_02000000
238210,Electrical Contractors and Other Wiring Installation Contractors,Computer and network cable installation,Cabling installation,Cabling installation,Small Contractors,Y,Y,N,Y,23821000_49905200_01000000
238210,Electrical Contractors and Other Wiring Installation Contractors,"Control system (e.g., environmental, humidity, temperature) installation",Electrical work (interior only),Electrical work (interior only),Small Contractors,Y,Y,N,Y,23821000_47211100_01000100
238210,Electrical Contractors and Other Wiring Installation Contractors,Electric contracting,Electrical work (interior only),Electrical work (interior only),Small Contractors,Y,Y,N,Y,23821000_47211100_01000100
238210,Electrical Contractors and Other Wiring Installation Contractors,Electric power control panel and outlet installation,Electrical work (interior only),Electrical work (interior only),Small Contractors,Y,Y,N,Y,23821000_47211100_01000100
238210,Electrical Contractors and Other Wiring Installation Contractors,Electrical contractors,Electrical work (interior only),Electrical work (interior only),Small Contractors,Y,Y,N,Y,23821000_47211100_01000100
238210,Electrical Contractors and Other Wiring Installation Contractors,Electrical equipment and appliance installation,Electrical work (interior only),Electrical work (interior only),Small Contractors,Y,Y,N,Y,23821000_47211100_01000100
238210,Electrical Contractors and Other Wiring Installation Contractors,Electrical wiring contractors,Electrical work (interior only),Electrical work (interior only),Small Contractors,Y,Y,N,Y,23821000_47211100_01000100
238210,Electrical Contractors and Other Wiring Installation Contractors,Electrical work,Electrical work (interior only),Electrical work (interior only),Small Contractors,Y,Y,N,Y,23821000_47211100_01000100
238210,Electrical Contractors and Other Wiring Installation Contractors,"Electrical, electrical wiring, and low voltage electrical work",Electrical work (interior only),Electrical work (interior only),Small Contractors,Y,Y,N,Y,23821000_47211100_01000100
238210,Electrical Contractors and Other Wiring Installation Contractors,Electrician,Electrical work (interior only),Electrical work (interior only),Small Contractors,Y,Y,N,Y,23821000_47211100_01000100
238210,Electrical Contractors and Other Wiring Installation Contractors,"Electronic containment fencing for pets, installation",Cabling installation,Cabling installation,Small Contractors,Y,Y,N,Y,23821000_49905200_01000000
238210,Electrical Contractors and Other Wiring Installation Contractors,Electronic control installation and service,Electrical work (interior only),Electrical work (interior only),Small Contractors,Y,Y,N,Y,23821000_47211100_01000100
238210,Electrical Contractors and Other Wiring Installation Contractors,Electronic control system installation,Electrical work (interior only),Electrical work (interior only),Small Contractors,Y,Y,N,Y,23821000_47211100_01000100
238210,Electrical Contractors and Other Wiring Installation Contractors,Environmental control system installation,Electrical work (interior only),Electrical work (interior only),Small Contractors,Y,Y,N,Y,23821000_47211100_01000100
238210,Electrical Contractors and Other Wiring Installation Contractors,Fiber optic cable (except transmission lines) installation,Cabling installation,Cabling installation,Small Contractors,Y,Y,N,Y,23821000_49905200_01000000
238210,Electrical Contractors and Other Wiring Installation Contractors,"Fire alarm system, electric, installation only",Security system installation,Security system installation,Small Contractors,Y,Y,N,Y,56162100_49209800_00000000
238210,Electrical Contractors and Other Wiring Installation Contractors,Home automation system installation,Electrical work (interior only),Electrical work (interior only),Small Contractors,Y,Y,N,Y,23821000_47211100_01000100
238210,Electrical Contractors and Other Wiring Installation Contractors,Home theater installation,Home theater installation,Home theater installation,Small Contractors,Y,Y,N,Y,81121100_49209700_00000000
238210,Electrical Contractors and Other Wiring Installation Contractors,Humidity control system installation,Electrical work (interior only),Electrical work (interior only),Small Contractors,Y,Y,N,Y,23821000_47211100_01000100
238210,Electrical Contractors and Other Wiring Installation Contractors,Installation of photovoltaic panels,Solar energy installation & repair,Solar energy installation & repair,Small Contractors,Y,N,N,N,23821000_47223100_00000000
238210,Electrical Contractors and Other Wiring Installation Contractors,Intercommunication (intercom) system installation,Electrical work (interior only),Electrical work (interior only),Small Contractors,Y,Y,N,Y,23821000_47211100_01000100
238210,Electrical Contractors and Other Wiring Installation Contractors,Lighting system installation,Lighting installation,Lighting installation,Small Contractors,Y,N,N,N,23821000_47211100_02000300
238210,Electrical Contractors and Other Wiring Installation Contractors,Low voltage electrical work,Electrical work (interior only),Electrical work (interior only),Small Contractors,Y,Y,N,Y,23821000_47211100_01000100
